대분류,중분류,질문,답변
공통,Python,"함수, 클래스, 객체 개념에 대해서 설명하시오.은(는) 무엇인가요?","함수 : 코드의 재사용성을 높이기 위해 작성된 특정 긴으을 수행하는 코드 블록이다. 함수는 입력 값을 받아 처리한 결과를 반환할 수 있다. 클래스 : 객체 지향 프로그래밍에서 사용되는 설계도록, 속성(attribute)과 메서드(method)를 정의한다. 클래스를 통해 객체를 생성할 수 있으며, 동일한 클래스로부터 생성된 객체들은 같은 속성과 메서드를 확장하거나 수정할 수 있어 다형성을 구현할 수 있다. 이러한 클래스의 특성을 활용하여 각 컴포넌트들이 독립적으로 작동하면서도 서로 협력하는 프로그램으로 구현할 수 있다. 객체(Object) : 클래스를 통해 생성된 인스턴스로, 클래스에서 정의된 속성과 메서드를 가지고 있다. 객체는 독립적으로 상태와 행동을 관리할 수 있으며, 객체 간에 메시지를 주고받아 상호작용을 할 수 있다. 객체 지향 프로그래밍의 핵심은 객체들이 함께 작동하여 프로그램을 구성하는 것이다. 함수, 클래스, 객체의 관계를 요약하면 함수는 특정 기능을 수행하는 코드 블록이며, 클래스는 객체의 설계도 역할을 하고, 객체는 클래스를 통해 생성되어 독립적으로 상태와 행동을 관리한다. 이를 통해 프로그램을 모듈화하고 코드의 재사용성을 높일 수 있다."
공통,Python,인터프리터와 컴파일의 차이점는 무엇인가?,"인터프리터는 프로그램을 실행할 때 소스 코드를 한 줄씩 해석하며 실행ㅎ나다. 따라서 실행 시간이 오래 걸리지만, 개발과 디버깅이 쉽다. 파이썬은 대표적인 인터프리터언어이다. 컴파일러는 프로그램을 실행하기 전에 소스 코드를 기계어로 번역하여 목적 파일을 생성한다. 이로 인해 실행 시간이 빠르지만 개발과 디버깅이 어렵다. C, C++이 대표적인 컴파일 언어이다."
공통,Python,파이썬의 기본 자료형에는 어떤 것이 있나?,"파이썬의 기본 자료형에는 정수(int), 실수(float), 문자열(str), 불린(bool)이 있다. 이외에도 리스트, 튜플, 딕셔너리, 집합 등의 컬렉션 자료형이 잇다."
공통,Python,변수와 상수의 차이점는 무엇인가?,"변수는 프로그램 실행 도중 값이 변경될 수 있는 저장 공간을 의미한다. 상수는 값이 변하지 않는 저장 공간을 의미하며, 일반적으로 대문자로 표기한다. 파이썬은 상소를 내장하지 않지만, 개발자들은 관례적으로 대문자로 표기하여 상수임을 명시한다."
공통,Python,가비지와 컬렉션의 개념과 작동 원리는 무엇인가?,"가비지 컬렉션은 프로그램 실행 도중 사용하지 않는 메모리를 자동으로 회수하는 메커니즘입니다. 파이썬의 경우, 참조 카운터를 사용하여 객체에 대한 참조 횟수를 세고, 참조 카운트가 0이 되면 메모리를 회수합니다. 또한, 순환 참조를 처리하기 위해 가비지 컬렉터를 사용합니다."
공통,Python,얕는 복사와 깊는 복사의 차이는 무엇인가요?,"얕은 복사는 객체의 최상위 요소를 복사하지만, 내부 요소는 원본과 동일한 참조를 가리킵니다. 깊은 복사는 객체의 모든 요소를 재귀적으로 복사하여 완전히 독립적인 복사본을 생성합니다. 파이썬에서는 copy 모듈의 shallow() 함수를 사용하여 얕은 복사를, deepcopy() 함수를 사용하여 깊은 복사를 수행할 수 있습니다."
공통,Python,멀티스레딩과 멀티프로세싱의 차이점는 무엇인가요?,"멀티스레딩은 프로세스 내에서 여러 개의 스레드를 동시에 실행하는 기법입니다. 스레드는 같은 프로세스의 메모리를 공유하므로, 메모리 사용이 효율적입니다. 그러나 파이썬에서 GIL 때문에 CPU-bound 작업에서 병목 현상이 발생할 수 있습니다. 멀티프로세싱은 여러 개의 독립적인 프로세스를 동시에 실행하는 기법입니다. 각 프로세스는 독립된 메모리 공간을 가지므로, GIL의 영향을 받지 않아 CPU-bound 작업에서 더 효율적일 수 있습니다. 그러나 프로세스간 메모리를 공유하기 어렵고, 통신 오버헤드가 발생할 수 있습니다."
공통,Python,동시성과 병렬성의 차이점는 무엇인가요?,"동시성은 여러 작업이 동시에 실행되는 것처럼 보이는 것을 말합니다. 실제로는 작업들이 시간을 나눠서 번갈아 실행되지만, 사용자에게는 동시에 진행되는 것처럼 느껴집니다. 병렬성은 여러 작업이 실제로 동시에 실행되는 것을 말합니다. 멀티코어 프로세서를 사용할 때 여러 개의 코어가 동시에 작업을 처리할 수 있어 병렬 실행이 가능합니다."
공통,Python,CIL(Golbal Interperter Lock)이란 무엇인가?,"GIL은 파이썬 인터프리터가 한 번에 하나의 스레드만 실행할 수 있도록 제한하는 메커니즘입니다. 이는 메모리 관리와 객체의 동기화를 간단하게 만들어주지만, 멀티스레딩 환경에서 CPU-bound 작업의 성능을 저하시킬 수 있습니다."
공통,Python,*args와 **kwargs의 사용법과 차이점는 무엇인가?,"*args는 함수에 가변 개수의 위치 인자를 전달하는 데 사용됩니다. 이를 통해 함수는 몇 개의 위치 인자가 오든 처리할 수 있습니다. 반면, **kwargs는 함수에 가변 개수의 키워드 인자를 전달하는 데 사용됩니다. 이를 통해 함수는 몇 개의 키워드 인자가 오든 처리할 수 있습니다."
공통,Python,제너레이터와 이터레이터의 차이점는 무엇인가?,"이터레이터는 iter()와 next() 메소드를 구현한 객체입니다. 이터레이터를 사용하여 순차적으로 컬렉션의 요소에 접근할 수 있습니다. 이터레이터는 메모리를 효율적으로 사용할 수 있지만, 사용자 정의 이터레이터를 만들려면 별도의 클래스를 작성해야 할 수도 있습니다. 제너레이터는 이터레이터를 더 쉽게 생성하는 방법으로, 함수 내부에 yield 키워드를 사용하여 구현합니다. yield를 사용하면 함수의 실행을 일시 중단하고, 다음 호출 시 중단된 지점부터 계속 실행할 수 있습니다. 이를 통해 메모리를 더 효율적으로 사용할 수 있으며, 이터레이터에 비해 코드가 간결하고 가독성이 높아집니다. 그러나 제너레이터는 상태를 유지하므로, 일반 함수에 비해 구현이 복잡할 수 있습니다."
공통,Python,리스트 컴프리헨션을 사용하는 이유와 방법을 설명하시오는 무엇인가요?,"리스트 컴프리헨션은 리스트를 생성하는 간결하고 가독성 높은 방법입니다. for 문이나 다른 반복문을 사용하는 것보다 코드가 짧아지고, 실행 시간도 일반적으로 더 짧습니다. 리스트 컴프리헨션을 사용하는 방법은 다음과 같습니다. [expression for item in iterable if condition] 예를 들어, 0부터 9까지의 제곱값을 구하는 리스트 컴프리헨션은 다음과 같습니다. squares = [x * x for x in range(10)]"
공통,Python,정규 표현식을 다루는 방법을 설명하시오는 무엇인가요?,"Python에서 정규 표현식을 다루기 위해 re 모듈을 사용합니다. 주요 함수들은 search(), match(), findall(), finditer(), sub(), split() 등이 있습니다. 정규 표현식을 사용하여 문자열에서 패턴을 찾거나, 대체하거나, 나누는 등의 작업을 수행할 수 있습니다."
공통,Python,메모리 관리는 어떻게 이루어지나요는 무엇인가요?,"Python은 가비지 컬렉션(GC) 메커니즘을 사용하여 메모리를 관리합니다. 가장 일반적인 GC 방법은 참조 카운팅입니다. 객체에 대한 참조가 더 이상 없으면 메모리가 해제됩니다. 또한, 순환 참조 같은 메모리 누수 문제를 방지하기 위해 generational GC 알고리즘도 사용됩니다."
공통,Python,예외 처리를 하는 방법을 설명하시오.은(는) 무엇인가요?,"예외 처리를 위해 Python에서는 try, except, finally, else 키워드를 사용합니다. try 블록에서 예외가 발생할 수 있는 코드를 작성하고, except 블록에서 예외를 처리합니다. finally 블록은 예외 발생 여부와 관계없이 항상 실행되는 코드를 작성합니다. else 블록은 예외가 발생하지 않을 때 실행되는 코드를 작성합니다."
공통,Python,파일 입출력을 하는 방법는 어떻게 되는가?,"Python에서 파일 입출력을 위해 open() 함수를 사용하여 파일을 엽니다. 파일을 열 때는 파일 모드를 지정할 수 있습니다. (예: 읽기 모드 'r', 쓰기 모드 'w', 추가 모드 'a', 이진 모드 'b' 등) 파일 작업을 완료한 후에는 close() 메서드를 사용하여 파일을 닫습니다. with 문을 사용하면 파일이 자동으로 닫히므로 권장되는 방식입니다."
공통,Python,모듈과 패키지의 차이점는 무엇인가?,"모듈은 Python 파일입니다. 이 파일에는 Python 코드, 변수, 함수, 클래스 등이 포함될 수 있습니다. 다른 Python 코드에서 import 문을 사용하여 모듈을 가져올 수 있습니다. 패키지는 여러 모듈을 구조화하는 방법입니다. 패키지는 디렉토리 구조로 구성되며, 각 디렉토리에는 init.py 파일이 포함되어 있습니다. 이 파일은 해당 디렉토리가 패키지의 일부임을 Python에 알려줍니다. 패키지를 사용하면 관련된 모듈을 논리적으로 그룹화하여 코드의 재사용성과 가독성을 높일 수 있습니다. 패키지에서 모듈을 가져오려면 import 문을 사용하고, 점 표기법으로 패키지와 모듈을 지정합니다. 예를 들어, 패키지 my_package 안에 모듈 my_module이 있다고 가정할 때, 다음과 같이 가져올 수 있습니다. import my_package.my_module / from my_package import my_module"
공통,Python,"파이썬의 메타클래스(meta에서 classes)는 무엇이며, 어떻게 사용하나요?","메타클래스는 클래스의 클래스로, 클래스의 행동을 정의하는데 사용됩니다. 메타클래스를 사용하면 클래스 생성 과정을 사용자 정의할 수 있으며, 이를 통해 동적으로 클래스를 생성하거나 수정할 수 있습니다. type 함수를 사용하여 메타클래스를 정의할 수 있습니다."
공통,Python,"Python에서 메모이제이션(memoization)이란 무엇이며, 어떻게 구현하나요?",메모이제이션은 컴퓨팅 결과를 캐시에 저장하여 동일한 입력에 대한 계산을 반복하지 않도록 함으로써 프로그램의 실행 시간을 줄이는 최적화 기법입니다. 파이썬에서는 functools.lru_cache 데코레이터를 사용하여 메모이제이션을 쉽게 구현할 수 있습니다.
공통,Python,Python에서 동적 타이핑(dynamic typing)과 정적 타이핑(static typing)의 차이점는 무엇인가요?,동적 타이핑은 변수의 타입이 실행 시점에 결정되는 방식입니다. 파이썬은 기본적으로 동적 타이핑 언어입니다. 정적 타이핑은 변수의 타입이 선언 시점에 결정되는 방식입니다. 파이썬 3.5부터 typing 모듈을 사용하여 타입 힌팅(type hinting)을 통해 정적 타이핑을 지원합니다.
공통,Python,"Python의 GIL(Global Interpreter Lock)이란 무엇이며, 왜 문제가 되는지 설명해주세요.은(는) 무엇인가요?","GIL은 파이썬 인터프리터에서 스레드간의 동시 접근을 제한하기 위해 사용되는 동기화 메커니즘이며, 한 번에 하나의 스레드만 실행되도록 합니다. 이로 인해 멀티 스레딩을 사용해도 병렬 처리가 제한되어 CPU 병렬성을 최대한 활용할 수 없게 됩니다. GIL 문제를 해결하기 위해 멀티프로세싱 모듈을 사용하거나 GIL을 회피하는 C/C++ 확장을 사용할 수 있습니다."
BACKEND,개발 상식,Object Oriented Programming은(는) 무엇인가요?,"객체 지향 프로그래밍 이전의 프로그래밍 패러다임을 살펴보면, 중심이 컴퓨터에 있었다. 컴퓨터가 사고하는대로 프로그래밍을 하는 것이다. 하지만 객체지향 프로그래밍이란 인간 중심적 프로그래밍 패러다임이라고 할 수 있다. 즉, 현실 세계를 프로그래밍으로 옮겨와 프로그래밍하는 것을 말한다. 현실 세계의 사물들을 객체라고 보고 그 객체로부터 개발하고자 하는 애플리케이션에 필요한 특징들을 뽑아와 프로그래밍 하는 것이다. 이것을 추상화라한다. OOP 로 코드를 작성하면 이미 작성한 코드에 대한 재사용성이 높다. 자주 사용되는 로직을 라이브러리로 만들어두면 계속해서 사용할 수 있으며 그 신뢰성을 확보 할 수 있다. 또한 라이브러리를 각종 예외상황에 맞게 잘 만들어두면 개발자가 사소한 실수를 하더라도 그 에러를 컴파일 단계에서 잡아낼 수 있으므로 버그 발생이 줄어든다. 또한 내부적으로 어떻게 동작하는지 몰라도 개발자는 라이브러리가 제공하는 기능들을 사용할 수 있기 때문에 생산성이 높아지게 된다. 객체 단위로 코드가 나눠져 작성되기 때문에 디버깅이 쉽고 유지보수에 용이하다. 또한 데이터 모델링을 할 때 객체와 매핑하는 것이 수월하기 때문에 요구사항을 보다 명확하게 파악하여 프로그래밍 할 수 있다. 객체 간의 정보 교환이 모두 메시지 교환을 통해 일어나므로 실행 시스템에 많은 overhead 가 발생하게 된다. 하지만 이것은 하드웨어의 발전으로 많은 부분 보완되었다. 객체 지향 프로그래밍의 치명적인 단점은 함수형 프로그래밍 패러다임의 등장 배경을 통해서 알 수 있다. 바로 객체가 상태를 갖는다는 것이다. 변수가 존재하고 이 변수를 통해 객체가 예측할 수 없는 상태를 갖게 되어 애플리케이션 내부에서 버그를 발생시킨다는 것이다. 이러한 이유로 함수형 패러다임이 주목받고 있다."
